,area,Venue Id,Venue Name,Venue Latitude,Venue Longitude,Venue Category
1090,44,4a8b6942f964a520660c20e3,flour + water,37.759049759198376,-122.41240154910595,Italian
918,38,42e03700f964a52065261fe3,House of Prime Rib,37.79340428203235,-122.42279370202185,Steakhouse
751,31,4c27c151ed0ac9b6ee3a5faa,SusieCakes,37.80054600340951,-122.43814199084255,Cupcakes
653,28,49f5e129f964a520ca6b1fe3,Cafe Reverie,37.76606894754474,-122.4499094294684,Café
1201,47,554076fd498ec1e6a4ae0b23,Trestle,37.796305816613604,-122.40453417551657,New American
372,16,58fd8660c21cb16c175609e4,K-Elements BBQ,37.78218404813065,-122.48263223599574,Korean
714,30,4500584ff964a520bd381fe3,Cheese Steak Shop,37.78557338837787,-122.4399458757468,Sandwiches
1167,46,49c2be75f964a52026561fe3,Boudin Bakery Café Macy's Kiosk,37.786646999999995,-122.407307,Bakery
1081,43,44733e3ef964a520a6331fe3,St. Francis Fountain,37.752825799904564,-122.40819225950425,Diner
546,23,4fd36293e4b003bf7a650d0c,Pretty Please Bakeshop,37.783242002004684,-122.46127591328398,Bakery
938,38,52b63dac498ec85aee861620,Ramen Yamadaya,37.78606479858304,-122.42980941614859,Ramen
484,21,5b3449f167a9fe002c4c797e,USHI TARO,37.76253633540691,-122.46619374792915,Ramen
698,29,4c95857cf7cfa1cd0aaebe15,Ragazza,37.772440561872045,-122.4374771118164,Pizza
1480,59,511bb2bfe4b080815dfcd1e3,F & C Catering Truck,37.75289916992188,-122.38814544677734,Food Truck
364,16,49d27124f964a520ab5b1fe3,Turtle Tower Restaurant,37.780403910925905,-122.48091507845629,Vietnamese
288,14,4b189710f964a5206fd423e3,Won-Ton House,37.75413355053714,-122.47806947868312,Chinese
1207,48,4af9eae3f964a520401522e3,Mangiare,37.7113422623643,-122.39258229732513,Bistro
191,10,4a779c1ef964a520e7e41fe3,Jang Soo BBQ,37.77997772285993,-122.48713898643531,Korean
66,3,4d49005ca0ef54815fd6edf6,Roach Couch,37.76275525000001,-122.49961928999998,Food Truck
316,15,4b1c7936f964a520b70724e3,Phở Huỹnh Hiệp 2 - Kevin & Chris's Noodle House,37.763429795518405,-122.47776885111764,Vietnamese
367,16,4cdd9a967e2e236aa7eb791b,de Young Café,37.770966814893214,-122.46894697062204,Café
333,15,4a71ba30f964a5206bd91fe3,Uncle Benny's Donut & Bagel,37.76341420075096,-122.48020349680101,Donuts
214,11,5802b3ced67c4518d9a073de,Aquarius Tea Bar,37.717659999999995,-122.474144,Bubble Tea
124,7,5aea242f628c83002c960cae,Foam,37.742571968163716,-122.4850675234887,Bubble Tea
190,10,505a8013e4b08096cab04de2,Daigo Sushi,37.782017897015685,-122.48585594220593,Sushi
1438,58,4b8f1e92f964a520f74933e3,La Laguna Taqueria,37.74175423628806,-122.38820414972388,Mexican
395,17,4edd41d0722e1da305ab8c18,Gew Yin,37.70851516723633,-122.45258331298828,Chinese
1244,49,4c6ec74cd5c3a1cdba52c92b,Las Palmas,37.72985298,-122.392178,Mexican
1031,42,5407c3ee498e743eaa28f797,Nute's Noodle Night,37.73895675221519,-122.41389540466913,Asian
266,13,4b53f6f0f964a520a3af27e3,King of Thai Noodle,37.74260430340167,-122.48284771136154,Thai
909,37,5671c6d5498e5a1f5e444400,Little Gem,37.77783104086464,-122.42328246641834,Café
443,19,52daf6af498ea35cefa4f41f,Burrito Loco,37.740910386066574,-122.46562352714388,Mexican
756,31,49c1ae9ff964a520c3551fe3,Mel's Drive-In,37.79966940613593,-122.43723696442876,Diner
1174,47,53988def498e68d4d894fc87,China Live,37.7980266,-122.40785749999999,Chinese
559,24,5532be5a498ef56670005aa4,Nameless Tea & Coffee,37.71591567993164,-122.43961334228516,Bubble Tea
1422,57,4f32b44319836c91c7f187a3,Stans San Francisco Cheesecake,37.7267,-122.379997,Bakery
1370,54,57e40ce5498e264f523536d8,The Bird,37.787279,-122.40003600000001,Fried Chicken
346,16,46c5f703f964a520094a1fe3,Han Il Kwan,37.77669920385704,-122.47824184934868,Korean
1249,49,540245cd498e97602cdcc0d0,Panda Boba,37.7268343935292,-122.40326916412238,Bubble Tea
493,21,44d6a145f964a52063361fe3,Donut World,37.762252915880644,-122.46626091936596,Donuts
810,34,5466da7b498ea57568a8b318,Coco's Ramen,37.74387073759982,-122.42103817416695,Ramen
1135,45,5734d21b498e8b2de66a2d59,Popsons,37.78248515678485,-122.41038680076599,Burgers
386,17,51377f75e4b071af3731fdbe,Pixies Sinugba,37.71082349952282,-122.45362120136866,Filipino
686,29,49be8fe0f964a520b9541fe3,Nopalito,37.77347000005452,-122.43910714054725,Mexican
623,27,4c59cf862091a593ded45dd0,Sunshine Market,37.75269679125774,-122.43864818693972,Sandwiches
1091,44,4085b980f964a5208bf21ee3,Atlas Cafe,37.75894716640233,-122.41147787533407,Café
378,17,4c3e2d870e0d0f470030157f,Crepe & Curry,37.71144222430048,-122.45565024501306,Thai
289,14,4b303954f964a520f9f724e3,New Jumbo Seafood Restauraunt,37.75417670851026,-122.48028965769,Chinese
137,8,56fe15cacd100ab4c7fb0fe7,Underground Grill King,37.753366,-122.49093400000001,Taiwanese
838,35,5b2db9b3e1f228002c449e28,Hi-Way Burger And Fry,37.75162794988096,-122.42867553238537,Burgers
635,27,4ce8b506d99f721e2174b273,Gioanni's,37.75756,-122.44069499999999,Italian
1102,44,5bafbc473ba767002c92b61a,Prairie,37.76014792239044,-122.4199297506732,Italian
1230,49,4d6d9885ffedf04d276557c5,Hong Kong B.B.Q. Restaurant 香港燒臘,37.7272151141546,-122.40360696056068,Chinese
986,40,4f32781019836c91c7dad128,SP Oil Ed Mama,37.715435,-122.40991499999998,Italian
1225,49,5962d2ace57ca6653805fc13,Chef Li's Cafe,37.727321811362536,-122.40359774779087,Cantonese
868,36,3fd66200f964a52041ee1ee3,Zeitgeist,37.770116839430536,-122.42210805416107,Beer Garden
695,29,5acfdbc1a22db710e73771c1,Boba Guys,37.77743981641449,-122.4381907994164,Bubble Tea
1234,49,4af730aff964a520fa0622e3,Queen's Louisiana Po-Boy Cafe,37.723524497196614,-122.40205783813404,Cajun / Creole
964,39,4a0499aaf964a5200d721fe3,Perry's,37.79766096759237,-122.4312790414378,American
593,25,4aaa74acf964a520055620e3,Big Joe's,37.73147570761208,-122.45159591172995,Breakfast
348,16,4b19d3f4f964a520f6e423e3,Hong Kong Lounge 穗香酒家,37.78055834011895,-122.47664378367615,Dim Sum
510,22,49fa6e19f964a520f96d1fe3,Kowloon Tong Dessert Cafe,37.781334717038405,-122.46544001461558,Desserts
489,21,5b3d39834aa3f8002cfc0bbd,Yo También Cantina,37.765173,-122.460089,Breakfast
1218,48,4c44e42ff97fbe9af3d8bb30,Tea House And Bun Shop,37.711953550471705,-122.4042873229112,Chinese
825,34,59bb7bd30531e83b964b6cb2,Tilak,37.74096435219035,-122.42274758108385,Indian
1061,43,4eb080d76c25700fa9f283dc,Precita Park Café,37.74709778582885,-122.41054589780263,Café
950,39,520169f7498eb30a27c24173,Blue Barn Gourmet,37.797523446680174,-122.4221454238068,Salad
7,1,4a59b889f964a52084b91fe3,Old Mandarin Islamic Restaurant 老北京,37.73831346527261,-122.50073819420903,Chinese
1044,42,500cb192e4b0bfba2357928d,Sweet Basil,37.745189,-122.42003600000001,Thai
777,33,4bf9d1a8508c0f47eeb23f31,Chop Sticks Fast Food,37.72456130614803,-122.43491630487999,Chinese
159,8,533241d9498e964b11b196ae,El Burrito Express delivery (EBX),37.75462051486278,-122.49283503153356,Mexican
399,18,4a60277ff964a520b9c01fe3,McDonald's,37.723494,-122.455453,Fast Food
581,25,4a41d576f964a5209ca51fe3,Red Sea Market,37.72890786653213,-122.44010312892964,Deli / Bodega
1057,43,3fd66200f964a520a0ec1ee3,Foreign Cinema,37.7564875849988,-122.41936479238493,New American
330,15,43c8ff1df964a520932d1fe3,Phở Phú Quốc Vietnamese,37.76362842096598,-122.47747952912664,Vietnamese
874,36,45eaff58f964a5208e431fe3,Bi-Rite Creamery,37.76145217275825,-122.42583538295405,Ice Cream
551,24,4b064e19f964a52094ea22e3,Bravo's Pizza,37.716589836733824,-122.44097410476532,Pizza
448,19,4bccd3e4937ca593f6d7ab92,New Tsing Tao,37.74075798012578,-122.46543279881651,Chinese
1117,45,55554f0a498e7ffc6883325c,Vive La Tarte,37.77701166643818,-122.41089851840502,Café
1454,58,4f324aed19836c91c7c95f83,Carlson's Seasoning and Food Equipment,37.742785999999995,-122.383835,Food
1411,55,4fb684ace4b003aff997216b,Court Cafe @ Bay Club San Francisco,37.803361607689396,-122.40277738914783,Café
1212,48,4fbbe34d6b7409e4c8df2266,Polanco Catering,37.717198480866536,-122.40353107452393,Restaurant
326,15,5bdbb867018cbb002caea093,Golden Crab House,37.763573,-122.47776,Vietnamese
1470,59,5789608a498edec74bdd8d9e,Starbucks,37.7567826,-122.3872055,Restaurant
851,35,5193bb30498e0126e511f66c,Griddle Fresh,37.75139843337086,-122.43214040157658,Breakfast
998,41,50d4a638e4b02c8340848356,5 Degree Tea House,37.729835056873654,-122.40454670428505,Tea Room
1413,55,51575e96e4b0fa0f8b310fe8,Seaglass Restaurant,37.80214747492143,-122.39687482007305,Seafood
282,13,4b285f7af964a520e49224e3,S&E Cafe,37.742849380468996,-122.47553713699035,Chinese
733,30,4d38bdad47303704dcb26ba5,Pacific Food Mart,37.78565301046459,-122.43641798576792,Restaurant
599,25,4f3d6810e4b081122435450d,Calabria Bros.,37.72210870599513,-122.43664785702681,Deli / Bodega
538,23,5569137b498e15ee7ca5adfc,Mizutani Sushi Bar,37.78501240262065,-122.46475759392055,Sushi
224,12,5a3b267d4940bc2abc94d088,Marugame Udon,37.72753502992446,-122.47614774426498,Udon
762,31,57784c4b498e532e84e77f3f,Smitten Ice Cream,37.80032248670931,-122.44068288590094,Ice Cream
379,17,5a486ccd8ad62e53eff62c8c,The Tartar Cave,37.718736,-122.45746100000001,Fondue
637,27,4c6c8a0c99b9236a5506e3c9,Haystack pizza,37.746790000000004,-122.44476999999999,Pizza
354,16,3fd66200f964a520dcec1ee3,Blarney Stone Bar & Restaurant,37.78015627901932,-122.47993550827793,Irish
303,14,4bd205d377b29c74f9ce8d82,Green Bamboo,37.754349545715314,-122.4772064889743,Vietnamese
1138,45,4bb2595c42959c7430b7202c,Deli Board,37.77748536778852,-122.40702532201081,Sandwiches
1476,59,4e7dfff477c8f5d90d9932be,Au Couer De Chocolat,37.757081,-122.388356,Desserts
1277,50,4f3273a519836c91c7d9284a,Christopher's Catering,37.739101,-122.389999,Food
848,35,439b6598f964a520e12b1fe3,Dosa,37.75704688604008,-122.42103323039964,Indian
657,28,3fd66200f964a52024ee1ee3,Pork Store Cafe,37.770104508093546,-122.44627545299416,Breakfast
1026,42,4af1eff3f964a52088e421e3,Jack in the Box,37.741580571226244,-122.40676562158964,Fast Food
482,21,4bc3a2f974a9a5931edad4f6,Parada 22,37.769290553430665,-122.45211083196926,Caribbean
219,11,5288394411d2aa92d03da463,Taco Noche Libre,37.71731840488695,-122.4679729372941,Mexican
520,22,50f1ef00e4b0e2cb86ae453f,Xiao Long Bao Restaurant 小笼包,37.78278150557036,-122.46597842694416,Chinese
681,29,5b7d8bde06fb60002cbc0b17,Theorita,37.77743184409812,-122.43818385395474,Diner
322,15,5a80ea27c58ed77c7cbcd80c,Yuanbao Jiaozi,37.763493949501864,-122.4806156236958,Dumplings
669,28,569d3eb4498e051e26ae85b1,DragonEats,37.769432005837494,-122.45009690523148,Vietnamese
1337,53,558f6749498ee19e0ca67e24,Dropbox Tuck Shop,37.78062063912917,-122.39229128103979,Buffet
519,22,572fa3c5498ec2eb89e95319,Blue Danube Coffee House,37.78307565711146,-122.46257811594313,Café
675,29,44646408f964a52026331fe3,Nopa,37.77494821103535,-122.43765838868448,New American
981,40,4f45024119836ed0019817f6,Two Jacks Seafood,37.712415,-122.40691499999998,Seafood
50,3,55876ba3498e08016ede6a73,Hook Fish Co,37.76232260031848,-122.50682653244286,Seafood
1397,55,50be8ac5f31c223ae77cdeb7,Roka Akor,37.79633577459493,-122.40384969155023,Japanese
1070,43,4f244fe3e4b0a93fbec920fc,SFGH Hearty Cafe,37.75494276939513,-122.40489450897222,Breakfast
121,7,4ae217faf964a520a58a21e3,Ming's Diner,37.742459357041895,-122.48917089643746,Chinese
281,13,4a95955af964a520c52320e3,Clay Oven Indian Restaurant,37.73673948201469,-122.47032648671009,Indian
265,13,555cd4e6498e52b9e7bfd9d5,Toast Eatery,37.73920342997497,-122.4677770098945,Diner
381,17,4f328f1919836c91c7e39c07,Taqueria Margot,37.713312,-122.45608,Mexican
1368,54,4a5f8994f964a520d5bf1fe3,Tropisueño,37.78555266746772,-122.40396650218864,Mexican
732,30,49c47c87f964a520c6561fe3,London Market,37.78894293620487,-122.44072117771698,Snacks
19,1,58e02934dfa6ff63a9cb9daf,The Depot,37.733495,-122.50153,Fast Food
844,35,55078d2c498e3349e065926f,NOVY Restaurant,37.751431001252215,-122.432133041284,Greek
500,22,4c0095c6379020a128d1467f,B★Star Cafe,37.78307579704211,-122.46068957365013,Burmese
898,37,43dc103ef964a520992e1fe3,Absinthe Brasserie & Bar,37.77732946934459,-122.42300391197205,French
632,27,4f326d6e19836c91c7d6cc1b,Andiamo Gourmet Deli,37.752134000000005,-122.43633200000001,Food
310,14,4e4cc842bd413c4cc66c1ff3,Tin Wong Restaurant,37.754222,-122.476883,Chinese
512,22,4e233347ae6015b212b7dd6e,Café Bunn Mi,37.78297461081958,-122.46371910379156,Vietnamese
30,2,52be6eb6498eb3256dfffb97,Dr. Alf's Pop-up Shop,37.751396,-122.501617,Food Truck
311,14,4e4d0360bd413c4cc66dfc61,Lanna Restaurant,37.75534146,-122.47348783,Thai
1213,48,4f321f2a19836c91c7b82357,Kiem Seafood,37.720231,-122.396616,Seafood
203,11,580307d238fa2724ad76e74a,Fang Yuan Kitchen,37.71807099999999,-122.474295,Chinese
1344,53,4a2937f2f964a52068951fe3,HRD,37.780994437698176,-122.39550311939907,Korean
1265,50,4b130e19f964a520709323e3,Las Isletas,37.73707171666667,-122.390221,Latin American
888,37,5907aa1c178a2a76066e0f59,a Mano,37.776916945347146,-122.42385625239876,Italian
1017,41,4f3239ba19836c91c7c28816,Charm Thai Restaurant,37.729471999999994,-122.40441000000001,Food
504,22,51eb348d498efde2657abad0,Little Sweet,37.781255376198594,-122.46068479063322,Café
385,17,4d8954f56daeb60c5abd4de0,Cupcake Mecca,37.717189000000005,-122.452932,Cupcakes
201,11,5b0dfa8c112c6c002cfcbac0,Cooksoo Truck,37.71459729404501,-122.4716545366593,Food Truck
812,34,454f45eef964a520d43c1fe3,Toast Eatery,37.74298652135219,-122.42673093377331,Breakfast
156,8,4c7a9b2ea8683704cd1f144d,Holloway Bed And Breakfast,37.753314984602255,-122.49227130578012,Breakfast
49,3,43cc06a3f964a520c72d1fe3,Beach Chalet Brewery & Restaurant,37.76944570000001,-122.51036355,American
627,27,4f4502d819836ed001981c06,Diamond Corner Cafe,37.751598,-122.435997,Food
194,10,4bde0311e75c0f47488cc603,Little Henry's,37.77578955118712,-122.49741734513469,Italian
1471,59,4f3295db19836c91c7e62d77,Fats Famous,37.757884000000004,-122.38791299999998,Food
1316,52,592f829f0d8a0f7282e8c7c4,SF Kebab Mediterranean Grill,37.76704350992328,-122.38995669980444,Mediterranean
205,11,4e25c586227197a9df0ccea2,House Of Deréon,37.70958564136315,-122.46813269706585,Bakery
31,2,4bec8958c43f2d7fd40fdcd9,The Garage,37.753057697878816,-122.50462283351581,Food Court
965,39,56ae763138fa86e54755aa26,Teaspoon,37.79637552664619,-122.42197462928075,Bubble Tea
5,1,5c170ddd5f68b9002c632e5c,Underdogs Too,37.741892,-122.50476299999998,Tacos
875,36,4ec598ffb634b2fd723d8c01,Tacolicious,37.76099200522096,-122.42143874304828,Tacos
476,21,3fd66200f964a52017ed1ee3,Ebisu,37.76435429827475,-122.46635766882568,Sushi
739,31,55dfdff7498e10ec1a9e2b8c,The Dorian,37.80069303606832,-122.43651922598156,New American
927,38,590fa026d1a402271d6d1336,Uji Time,37.7852522196116,-122.42926297973601,Desserts
642,27,4c1d727a8b3aa59351ab9a5f,Liminal Feast,37.747319,-122.443825,New American
230,12,4b7715bff964a520d27b2ee3,Stonestown Galleria Food Court,37.72803126482387,-122.47708797454834,Food Court
1303,52,4c966048f244b1f7b0e6331d,Plow,37.762516,-122.395467,Breakfast
474,21,4e0a83f41495b12d82382c71,Manna,37.763954647636204,-122.46724520885712,Korean
694,29,596f7dac851de55ed93ce160,Namu Stonepot,37.77476251497885,-122.43778011298002,Korean
33,2,572549ac498e31b01844fdc4,Churn Urban Creamery,37.756865000000005,-122.502202,Ice Cream
799,34,516198aa1648a1828af2963a,Cafe St. Jorge,37.741709530256074,-122.42256740039656,Café
1215,48,4cf98c3aee9cb60cd0d284ad,A's,37.718785,-122.390546,Vietnamese
961,39,55f39717498eab249a7fc0b5,The Italian Homemade Company,37.797628098147676,-122.4309938003278,Italian
483,21,417c4200f964a520c71d1fe3,Cha Cha Cha,37.76927064378466,-122.45200580267057,Tapas
527,23,56ebfcfe498ef3bbffe5d72f,As Quoted,37.787496147373716,-122.4522836113574,Café
148,8,5c02e7935ba046002c49e6fb,Boss Bakery,37.753704,-122.49087,Bakery
738,31,4b0d8fe5f964a5201e4b23e3,Delarosa,37.800287,-122.43911022453688,Pizza
952,39,5b538056dd70c5002dec092c,Radhaus,37.806371508875735,-122.43203929712568,German
168,10,4f4c3b8ae4b0f9202359da21,Cassava,37.77572159303472,-122.49670186250843,New American
600,25,57c7197b498e11f81386be55,Monterey Pizza & Asian Zap,37.731319399286605,-122.44873166084291,Pizza
803,34,52c8aaa411d2c75d43e29ee4,PizzaHacker,37.74414503028853,-122.4207990210449,Pizza
1191,47,5763027e498e386d3d9e9860,Chong Qing Xiao Mian,37.79641779999999,-122.4053695,Szechuan
192,10,58a14c5d16f000694e6b9ee9,Saltroot Café,37.78177393374312,-122.49125244169431,Café
1194,47,3fd66200f964a520a9ed1ee3,The Stinking Rose,37.798293696247725,-122.40743841573936,Italian
953,39,57fc2013498ec2b5a315b412,Flores,37.7976161048577,-122.43258059024868,Mexican
672,28,5b2168db9d6a19002c3bdad2,What The Cluck,37.76949316834082,-122.45152806458763,Thai
181,10,50df5bb0e4b028f656e569cb,Bambu Desserts & Drinks,37.78023130654443,-122.48472048426949,Café
437,19,49fa41c3f964a520e16d1fe3,Roti Indian Bistro,37.7402734858219,-122.4663416193992,Indian
704,30,5105ed2fe4b02d11de1bae8d,B. Patisserie,37.787945,-122.440804,Bakery
225,12,5b09e2e398fbfc002c028929,Shihlin Taiwan Street Snacks 士林臺灣小吃,37.727817534627626,-122.47646649433595,Taiwanese
278,13,5071ee68e4b0e156bb2c599e,Shandong Deluxe,37.743104570611685,-122.47748762369156,Chinese
426,18,4b039d7af964a520e74f22e3,K's Kitchen,37.731470220252476,-122.4523781625996,Sushi
314,15,4adb9f2df964a520762921e3,The Taco Shop at Underdog's,37.763664,-122.47754599999999,Tacos
1214,48,4f32184a19836c91c7b549a1,Cliff's Bar-B-Q and Sea Food,37.712501,-122.401058,Food
369,16,5340b4de498ea94402a6fbc3,Lime Tree Southeast Asian Kitchen,37.78291729758533,-122.46830951812099,Asian
823,34,4a414f7af964a52013a51fe3,Le P'tit Laurent,37.73426716568726,-122.4339266643753,French
1229,49,4b842e9bf964a520082631e3,Red House Bakery & Cafe,37.72610370184906,-122.40301861370985,Bakery
244,12,529d49c111d27cfebb6c8740,La Baguette,37.727167489680994,-122.47723824286888,Bakery
1203,48,55048172498e7103742827b6,Piccolo Pete's Cafe,37.71276500014237,-122.40066887875751,Café
558,24,55397523498e9909f3edd32d,Aloha BBQ,37.71949771559775,-122.43865924611737,Hawaiian
206,11,4f667c10e4b087553ec4c80f,Sidebar Cafe,37.71001576974843,-122.48281462844407,American
591,25,4d0ed2065b8a8cfa0c8fec83,Pupuseria Metapán,37.72200875594506,-122.43671201703678,Latin American
817,34,4c8ed0d9f9c1199c883bbb49,ICHI Sushi,37.74279565824601,-122.42165558947977,Sushi
329,15,4b36aa2ff964a5203e3a25e3,King of Noodles,37.763596790662405,-122.47576638086048,Chinese
1481,59,4f8709dce4b013a97e59c52b,Kara's Cupcakes - HQ,37.75709059343285,-122.38796294431896,Cupcakes
1041,42,4b2edd7df964a520a2e724e3,Vega,37.7391742135669,-122.41743951497574,Italian
1322,52,5914b694a0215b4825f3c8e1,Koja Kitchen,37.770575010279,-122.39142607050873,Food Truck
2,1,4b65edd2f964a520f9082be3,Leaping Lemur Café,37.73318826741036,-122.50323951244354,Café
488,21,4f0676495c5c330308844738,Sheng Kee Bakery,37.76410584764748,-122.4666830254768,Bakery
847,35,4ab31218f964a5206f6d20e3,Happy Donuts,37.75161274203393,-122.42749258761957,Donuts
930,38,584b00068f0be42a4dbf33ed,Jane the Bakery,37.78379748921064,-122.43428254305587,Bakery
1435,58,4b3c15fdf964a520958125e3,Soo Fong,37.74198448054258,-122.38708159305331,Chinese
473,21,49dd5b31f964a520fe5f1fe3,Pacific Catch,37.76577927493639,-122.46632557306171,Seafood
226,12,4a8972e5f964a5200b0820e3,McDonald's,37.7264084,-122.47631270000001,Fast Food
1276,50,4f32756419836c91c7d9d061,Mercado Latino of Northern Calif,37.743731,-122.398279,Food
73,3,5803070238fa797fde2399c3,Gold Curry,37.762368499999994,-122.5000592,Japanese
1278,50,4f32508819836c91c7cb9110,San Marcos Bakery,37.73689,-122.39028400000001,Bakery
1467,59,4c117172d41e76b0996e310d,Taste Catering,37.745953330554855,-122.38790208964565,Restaurant
1144,46,469019cbf964a5209f481fe3,The Cheesecake Factory,37.787140230073696,-122.40718424320221,American
37,2,519f86f7498e987ba249a7e3,One Cup At A Time,37.752826,-122.50466399999999,Café
1069,43,43c148e5f964a5203f2d1fe3,Velvet Cantina,37.75374747949143,-122.41953331039318,Mexican
1347,53,49ba70ecf964a52063531fe3,The Creamery,37.777372680125644,-122.39515461257294,Café
894,37,49eb8289f964a520ea661fe3,Arlequin Cafe & Food To Go,37.777058747850674,-122.42268309378159,Café
270,13,503aa35ae4b0caef779070d2,Goat Hill Pizza,37.7392332868256,-122.46786805511938,Pizza
1016,41,53b468eb498e33ae0a11fef4,Sprig,37.7241818911535,-122.41751202848378,Food Truck
492,21,548ded69498e3012587bdf50,Lale,37.76391947955,-122.46581824166994,Mediterranean
495,22,4eda64588231efe38f622eac,Hong Kong Lounge II 穗香小館,37.78177932361324,-122.45426644228287,Dim Sum
394,17,4f32217119836c91c7b91615,Fairview Mkt,37.7141,-122.462997,Food
983,40,569e776c498e9a9153e07a25,Universal Bakery 2,37.711925510820215,-122.40762822536458,Bakery
515,22,5a60ef49e1f2287023c5088d,Venus Cafe 大家樂,37.78290139913151,-122.46665686373491,Cantonese
1202,47,4aba7ea3f964a520988120e3,Maggie McGarry's,37.799460174961254,-122.40741194959118,Irish
424,18,4b7c47dbf964a52061892fe3,Lucky Ocean Cafe,37.72427850937056,-122.45817215659677,Vietnamese
